"9570036","ﾆｲｶﾞﾀｹﾝ","ｼﾊﾞﾀｼ","ﾖﾈｸﾗ","新潟県","新発田市","米倉"
"9570225","ﾆｲｶﾞﾀｹﾝ","ｼﾊﾞﾀｼ","ﾖﾈｺ","新潟県","新発田市","米子"
"9470000","ﾆｲｶﾞﾀｹﾝ","ｵﾁﾞﾔｼ","ｲｶﾆｹｲｻｲｶﾞﾅｲﾊﾞｱｲ","新潟県","小千谷市","以下に掲載がない場合"
"9470005","ﾆｲｶﾞﾀｹﾝ","ｵﾁﾞﾔｼ","ｱｻﾋﾁｮｳ","新潟県","小千谷市","旭町"
"9498728","ﾆｲｶﾞﾀｹﾝ","ｵﾁﾞﾔｼ","ｲｹｶﾞﾊﾗ","新潟県","小千谷市","池ケ原"
"9498727","ﾆｲｶﾞﾀｹﾝ","ｵﾁﾞﾔｼ","ｲｹﾅｶｼﾝﾃﾞﾝ","新潟県","小千谷市","池中新田"
"9470025","ﾆｲｶﾞﾀｹﾝ","ｵﾁﾞﾔｼ","ｲﾅﾘﾏﾁ","新潟県","小千谷市","稲荷町"
"9498724","ﾆｲｶﾞﾀｹﾝ","ｵﾁﾞﾔｼ","ｲﾜｻﾜ","新潟県","小千谷市","岩沢"
"9470026","ﾆｲｶﾞﾀｹﾝ","ｵﾁﾞﾔｼ","ｳｴﾉﾔﾏ","新潟県","小千谷市","上ノ山"
"9470001","ﾆｲｶﾞﾀｹﾝ","ｵﾁﾞﾔｼ","ｳﾗｶﾞﾗ","新潟県","小千谷市","浦柄"
"9470101","ﾆｲｶﾞﾀｹﾝ","ｵﾁﾞﾔｼ","ｶﾀｶｲﾏﾁ","新潟県","小千谷市","片貝町"
"9470103","ﾆｲｶﾞﾀｹﾝ","ｵﾁﾞﾔｼ","ｶﾀｶｲﾔﾏﾔﾁｮｳ","新潟県","小千谷市","片貝山屋町"
